,img_url,painting_artist,painting_name
280,http://media.tate.org.uk/art/images/work/T/T12/T12935_10.jpg,Gillian Carnegie,Black Square
281,http://media.tate.org.uk/art/images/work/T/T11/T11911_10.jpg,Leonora Carrington,Do You Know My Aunt Eliza?
282,,Eugne Carrire,Head of a Child (Jean-Ren Carrire?)
283,http://media.tate.org.uk/art/images/work/T/T00/T00443_10.jpg,B.A.R. Carter,Nude Model
284,http://media.tate.org.uk/art/images/work/N/N01/N01955_10.jpg,Hugh Carter,The Last Ray
285,http://media.tate.org.uk/art/images/work/N/N01/N01559_10.jpg,Samuel John Carter,Morning with the Wild Red Deer
286,http://media.tate.org.uk/art/images/work/N/N04/N04896_10.jpg,William Carter,The Refectory Table
287,http://media.tate.org.uk/art/images/work/T/T10/T10142_10.jpg,Thomas Carwitham,Illustration to Ovid: The Death of Arachne
288,,Juan Vila Casas,Planimentary 303
289,http://media.tate.org.uk/art/images/work/T/T04/T04878_10.jpg,Jesse Dale Cast,Miss Beatrice M. Dale Cast
290,http://media.tate.org.uk/art/images/work/N/N03/N03505_10.jpg,George Cattermole,Stream and Water Mill
291,,Jean-Charles Cazin,Ulysses after the Shipwreck
292,http://media.tate.org.uk/art/images/work/N/N05/N05571_10.jpg,Marie Cazin,Evening
293,http://media.tate.org.uk/art/images/work/N/N06/N06136_10.jpg,Marc Chagall,The Blue Circus
294,http://media.tate.org.uk/art/images/work/T/T02/T02357_10.jpg,Henry Bernard Chalon,"A Representation of the Persians in the Costume of their Country, Attending at Carlton Palace"
295,http://media.tate.org.uk/art/images/work/N/N06/N06220_10.jpg,Christopher Chamberlain,The Dangerous Corner
296,http://media.tate.org.uk/art/images/work/T/T00/T00967_10.jpg,George Chambers,The Hay-Barge
297,http://media.tate.org.uk/art/images/work/N/N01/N01208_10.jpg,J.W. Chandler,William Godwin
298,http://media.tate.org.uk/art/images/work/T/T00/T00724_10.jpg,Avinash Chandra,Hills of Gold
299,http://media.tate.org.uk/art/images/work/T/T13/T13040_10.jpg,Alice Channer,See-Thru
300,http://media.tate.org.uk/art/images/work/T/T10/T10136_10.jpg,Sir Francis Legatt Chantrey,"Lichfield Cathedral, the Interior from the Organ"
301,http://media.tate.org.uk/art/images/work/N/N03/N03394_10.jpg,James Charles,Threatening Weather
302,,Evan Charlton,Pandora
303,,George Charlton,Elephants
304,,Armand Charnay,The Park of Sansac (Indre-et-Loire)
305,,William Chase,The Keynote
306,http://media.tate.org.uk/art/images/work/T/T10/T10164_10.jpg,Jean Baptiste Claude Chatelain,Landscape
307,,Charles Cheston,Across the Marshes
308,http://media.tate.org.uk/art/images/work/N/N03/N03905_10.jpg,Evelyn Cheston,"Betchworth Lane, October"
309,http://media.tate.org.uk/art/images/work/T/T03/T03469_10.jpg,Sandro Chia,Water Bearer
310,http://media.tate.org.uk/art/images/work/T/T00/T00377_10.jpg,Alfredo Chighine,Composition with Palm Trees
311,http://media.tate.org.uk/art/images/work/T/T08/T08810_10.jpg,George Chinnery,Head of a Dromedary
312,http://media.tate.org.uk/art/images/work/N/N05/N05433_10.jpg,Gerard Chowne,Spanish Landscape
313,http://media.tate.org.uk/art/images/work/T/T03/T03621_10.jpg,Thomas Churchyard,Aldeburgh Beach
314,http://media.tate.org.uk/art/images/work/T/T00/T00578_10.jpg,Louis Chron,Vulcan Catching Mars and Venus in his Net
315,http://media.tate.org.uk/art/images/work/N/N04/N04427_10.jpg,Emma Ciardi,Diaphanous Day
316,http://media.tate.org.uk/art/images/work/T/T09/T09511_10.jpg,Giovanni Battista Cipriani,Sleeping Nymph and Putti
317,http://media.tate.org.uk/art/images/work/N/N01/N01610_10.jpg,Joseph Clark,Early Promise
318,,Lygia Clark,Planes on Modulated Surface (Study) (61)
319,http://media.tate.org.uk/art/images/work/T/T05/T05773_10.jpg,Lady Edna Clarke Hall,Still Life of a Basket on a Chair
320,http://media.tate.org.uk/art/images/work/T/T00/T00302_10.jpg,Antoni Clav,Child with a Water-Melon
321,,Francesco Clemente,Vestito/Vestitia
322,,Jack Clemente,Volcanic City
323,http://media.tate.org.uk/art/images/work/T/T05/T05745_10.jpg,Francis Cleyn,Samuels Reproach to Saul
324,http://media.tate.org.uk/art/images/work/N/N04/N04809_10.jpg,Alfred Clint,Hampstead from the South-East
325,http://media.tate.org.uk/art/images/work/N/N00/N00377_10.jpg,George Clint,Falstaffs Assignation with Mrs Ford
326,,Chuck Close,Self-Portrait Etching
327,http://media.tate.org.uk/art/images/work/T/T13/T13200_10.jpg,Prunella Clough,Stack
328,http://media.tate.org.uk/art/images/work/N/N04/N04928_10.jpg,George Coates,The Childrens Orchestra
329,,George Cockram,Solitude
330,http://media.tate.org.uk/art/images/work/T/T07/T07028_10.jpg,Bernard Cohen,Out There
331,http://media.tate.org.uk/art/images/work/T/T07/T07914_10.jpg,Peter Coker,Study for The Gorse Bush
332,,Sir William Coldstream,"Nude, Camberwell"
333,http://media.tate.org.uk/art/images/work/T/T09/T09716_10.jpg,George Vicat Cole,A Boy
334,http://media.tate.org.uk/art/images/work/T/T11/T11337_10.jpg,T Cole,Arcangelus Corellius
335,http://media.tate.org.uk/art/images/work/T/T08/T08824_10.jpg,John Collet,The Jealous Lover
336,http://media.tate.org.uk/art/images/work/T/T03/T03853_10.jpg,Edward Collier,"A Trompe lOeil of Newspapers, Letters and Writing Implements on a Wooden Board"
337,http://media.tate.org.uk/art/images/work/N/N04/N04378_10.jpg,The Hon. John Collier,Mrs Huxley
338,http://media.tate.org.uk/art/images/work/N/N03/N03577_10.jpg,Thomas Collier,Cromer
339,http://media.tate.org.uk/art/images/work/T/T09/T09548_10.jpg,Samuel Collings,Artistic Butchery
340,http://media.tate.org.uk/art/images/work/T/T07/T07832_10.jpg,Cecil Collins,Landscape: Nocturne
341,http://media.tate.org.uk/art/images/work/T/T03/T03301_10.jpg,Charles Collins,Lobster on a Delft Dish
342,http://media.tate.org.uk/art/images/work/T/T03/T03025_10.jpg,Charles Allston Collins,"May, in the Regents Park"
343,,Elisabeth Collins,Listening Woman
344,http://media.tate.org.uk/art/images/work/T/T10/T10662_10.jpg,William Collins,A Haywain
345,http://media.tate.org.uk/art/images/work/T/T04/T04105_10.jpg,James Collinson,Home Again
346,http://media.tate.org.uk/art/images/work/T/T02/T02109_10.jpg,Samuel Colman,The Death of Amelia
347,http://media.tate.org.uk/art/images/work/T/T02/T02140_10.jpg,Ithell Colquhoun,Scylla
348,http://media.tate.org.uk/art/images/work/T/T02/T02076_10.jpg,Robert Colquhoun,The Fortune Teller
349,http://media.tate.org.uk/art/images/work/T/T03/T03236_10.jpg,George Constable,Landscape with Cottage and Figures
350,,John Constable,View in the Stour Valley looking towards Langham Church from Dedham
351,http://media.tate.org.uk/art/images/work/T/T01/T01258_10.jpg,Lionel Bicknell Constable,Near Stoke-by-Nayland
352,http://media.tate.org.uk/art/images/work/T/T03/T03705_10.jpg,Constant,"After Us, Liberty"
353,http://media.tate.org.uk/art/images/work/T/T01/T01576_10.jpg,Barrie Cook,Painting
354,http://media.tate.org.uk/art/images/work/T/T12/T12327_10.jpg,Richard Cook,"Lelant, November 1998"
355,http://media.tate.org.uk/art/images/work/T/T08/T08776_10.jpg,William Cook of Plymouth,Totnes from the Sharpham Road
356,http://media.tate.org.uk/art/images/work/N/N01/N01968_10.jpg,Edward William Cooke,"Boat, near Venice"
357,http://media.tate.org.uk/art/images/work/T/T00/T00278_10.jpg,Jean Cooke,Self-Portrait
358,http://media.tate.org.uk/art/images/work/T/T12/T12820_10.jpg,Nigel Cooke,New Accursed Art Club
359,http://media.tate.org.uk/art/images/work/T/T11/T11301_10.jpg,Abraham Cooper,[title not known]
360,http://media.tate.org.uk/art/images/work/T/T00/T00574_10.jpg,Austin Cooper,Congeries B/4/7
361,http://media.tate.org.uk/art/images/work/T/T09/T09509_10.jpg,George Cooper,Italian Landscape
362,http://media.tate.org.uk/art/images/work/T/T11/T11447_10.jpg,Richard Cooper Junior,[title not known]
363,http://media.tate.org.uk/art/images/work/N/N01/N01976_10.jpg,Thomas Sidney Cooper,A Cow and Two Sheep
364,http://media.tate.org.uk/art/images/work/T/T02/T02386_10.jpg,John Singleton Copley,Portrait of Mrs Gill
365,http://media.tate.org.uk/art/images/work/T/T00/T00442_10.jpg,William N. Copley,Place de lOpra
366,http://media.tate.org.uk/art/images/work/N/N01/N01899_10.jpg,Matthew Ridley Corbet,Val dArno: Evening
367,http://media.tate.org.uk/art/images/work/T/T10/T10119_10.jpg,Richard Corbould,Death of Thomas Becket
368,,Magda Cordell,No. 12
369,http://media.tate.org.uk/art/images/work/T/T05/T05866_10.jpg,Lovis Corinth,Magdalen with Pearls in her Hair
370,http://media.tate.org.uk/art/images/work/T/T06/T06969_10.jpg,Richard Cosway,"Portrait of a Gentleman, his Wife and Sister, in the Character of Fortitude introducing Hope as the Companion to Distress (The Witts Family Group)"
371,http://media.tate.org.uk/art/images/work/T/T03/T03251_10.jpg,Francis Cotes,"Anna Maria Astley, Aged Seven, and her Brother Edward, Aged Five and a Half"
372,http://media.tate.org.uk/art/images/work/T/T09/T09568_10.jpg,John Joseph Cotman,Sailing Ships on a River. Verso: Study of a Wooden Fence and Trees
373,http://media.tate.org.uk/art/images/work/T/T11/T11534_10.jpg,John Sell Cotman,A Study
374,http://media.tate.org.uk/art/images/work/T/T03/T03549_10.jpg,James Cowie,An Outdoor School of Painting
375,http://media.tate.org.uk/art/images/work/N/N02/N02973_10.jpg,Frank Cadogan Cowper,Lucretia Borgia Reigns in the Vatican in the Absence of Pope Alexander VI
376,http://media.tate.org.uk/art/images/work/T/T08/T08823_10.jpg,David Cox,Study of Pine Trees
377,http://media.tate.org.uk/art/images/work/T/T01/T01062_10.jpg,Raymond Coxon,Blue Bird
378,http://media.tate.org.uk/art/images/work/T/T11/T11723_10.jpg,Alexander Cozens,43. [title not known]
379,http://media.tate.org.uk/art/images/work/T/T10/T10665_10.jpg,John Robert Cozens,Study of Trees
380,http://media.tate.org.uk/art/images/work/T/T06/T06488_10.jpg,Marmaduke Cradock,A Peacock and Other Birds in a Landscape
381,http://media.tate.org.uk/art/images/work/N/N02/N02071_10.jpg,Frank Craig,The Heretic
382,http://media.tate.org.uk/art/images/work/T/T01/T01048_10.jpg,John Cranch,Monks Merrymaking
383,http://media.tate.org.uk/art/images/work/N/N03/N03680_10.jpg,Joseph Crawhall,The Dove
384,,John Craxton,Cretan Portrait
385,,Dennis Creffield,"View from the Observatory, Greenwich"
386,http://media.tate.org.uk/art/images/work/N/N01/N01785_10.jpg,Thomas Creswick,The Ford
387,,Roberto Crippa,Aurora Borealis
388,http://media.tate.org.uk/art/images/work/T/T09/T09926_10.jpg,Joshua Cristall,"Pine Trees, Borrowdale"
389,http://media.tate.org.uk/art/images/work/T/T08/T08757_10.jpg,John Crome,Landscape
390,http://media.tate.org.uk/art/images/work/N/N02/N02643_10.jpg,John Berney Crome,Moonlight
391,,Dr William Crotch,"Hampstead, from behind Wetherall Place"
392,http://media.tate.org.uk/art/images/work/T/T02/T02315_10.jpg,Jean Crotti,Portrait of Edison
393,http://media.tate.org.uk/art/images/work/T/T08/T08911_10.jpg,Eyre Crowe,Boulogne-sur-mer
394,,William Crozier,Untitled (Essex Wilderness)
395,,George Cruikshank,Worship of Bacchus
396,,Abraham Cruzvillegas,AC: Blind dates 3
397,http://media.tate.org.uk/art/images/work/T/T10/T10343_10.jpg,George Cuitt Junior,"Carew Castle, Pembrokeshire"
398,http://media.tate.org.uk/art/images/work/T/T02/T02304_10.jpg,George Cumberland,"Inside the Peak Cavern, Castleton, Derbyshire"
399,http://media.tate.org.uk/art/images/work/N/N04/N04963_10.jpg,Charles Cundall,Building in Berkeley Square
400,,Nora L.M. Cundell,Smiling Woman
401,http://media.tate.org.uk/art/images/work/N/N04/N04090_10.jpg,John S. Currie,Head of a Woman
402,http://media.tate.org.uk/art/images/work/T/T11/T11860_10.jpg,Ken Currie,Scottish Mercenaries
403,http://media.tate.org.uk/art/images/work/T/T01/T01074_10.jpg,Paul Czanne,The Avenue at the Jas de Bouffan
404,http://media.tate.org.uk/art/images/work/T/T11/T11629_10.jpg,Lady Dacre,Four Donkeys
405,http://media.tate.org.uk/art/images/work/N/N02/N02264_10.jpg,Frank Dadd,Gold Lace has a Charm for the Fair
406,http://media.tate.org.uk/art/images/work/T/T12/T12133_10.jpg,Richard Dadd,Wandering Musicians
407,http://media.tate.org.uk/art/images/work/T/T06/T06499_10.jpg,Michael Dahl,Portrait of Mrs Haire
408,http://media.tate.org.uk/art/images/work/T/T08/T08891_10.jpg,Nicholas Thomas Dall,"View of Hackfall, Yorkshire, (Cocklington Church)"
409,http://media.tate.org.uk/art/images/work/T/T08/T08241_10.jpg,Richard Dalton,The Farnese Hercules
410,http://media.tate.org.uk/art/images/work/N/N04/N04128_10.jpg,Edward Dalziel,The Battlefield
411,http://media.tate.org.uk/art/images/work/N/N04/N04130_10.jpg,Edward Gurden Dalziel,Spring Flowers
412,http://media.tate.org.uk/art/images/work/N/N04/N04131_10.jpg,Thomas Dalziel,The Alarm
413,http://media.tate.org.uk/art/images/work/T/T09/T09598_10.jpg,Anne Seymour Damer,Landscape with Horsemen and Trees
414,http://media.tate.org.uk/art/images/work/T/T08/T08139_10.jpg,Francis Danby,Romantic Woodland
415,http://media.tate.org.uk/art/images/work/T/T11/T11685_10.jpg,George Dance,"Sawrey Gilpin, R.A."
416,http://media.tate.org.uk/art/images/work/T/T10/T10691_10.jpg,Sir Nathaniel Dance-Holland,Tea Party
417,http://media.tate.org.uk/art/images/work/T/T12/T12511_10.jpg,Thomas Daniell,"Sir Charles Warre Malet, Concluding a Treaty in 1790 in Durbar with the Peshwa of the Maratha Empire"
418,http://media.tate.org.uk/art/images/work/T/T03/T03240_10.jpg,William Daniell,Brighton
419,,Adam Dant,Bogeyman
420,http://media.tate.org.uk/art/images/work/T/T03/T03410_10.jpg,Hanne Darboven,"Card Index: Filing Cabinet, Part 2"
421,http://media.tate.org.uk/art/images/work/T/T07/T07837_10.jpg,Ian Davenport,"Poured Painting: Blue, Black, Blue"
422,,Enrico David,Untitled
423,http://media.tate.org.uk/art/images/work/T/T03/T03815_10.jpg,Alan Davie,Village Myths No. 36
424,http://media.tate.org.uk/art/images/work/T/T07/T07426_10.jpg,Peter Davies,Small Touching Squares Painting
425,http://media.tate.org.uk/art/images/work/T/T08/T08877_10.jpg,Edward Thompson Davis of Worcester,Studies of a Child and Two Women
426,http://media.tate.org.uk/art/images/work/T/T01/T01116_10.jpg,Gene Davis,Quiet Firecracker
427,http://media.tate.org.uk/art/images/work/N/N01/N01774_10.jpg,Henry William Banks Davis,Approaching Night
428,http://media.tate.org.uk/art/images/work/T/T11/T11638_10.jpg,John Scarlett Davis,View from Snieders Hotel of the Arno
429,http://media.tate.org.uk/art/images/work/N/N03/N03004_10.jpg,Lady Davis,Fan: Masques and Bergamasques
430,http://media.tate.org.uk/art/images/work/T/T04/T04170_10.jpg,William Davis,A Days Sport at Bidston Hill
431,http://media.tate.org.uk/art/images/work/T/T05/T05746_10.jpg,George Dawe,Naomi and her Daughters
432,http://media.tate.org.uk/art/images/work/T/T06/T06416_10.jpg,Edward Dayes,"Tunbridge Priory, Kent, engraved by J. Greig"
433,,Count Albert De Belleroche,Olympia de la Fontaine
434,http://media.tate.org.uk/art/images/work/T/T04/T04109_10.jpg,Giorgio De Chirico,The Uncertainty of the Poet
435,http://media.tate.org.uk/art/images/work/T/T11/T11826_10.jpg,Peter De Francia,Immigrant Head of an Algerian
436,http://media.tate.org.uk/art/images/work/N/N04/N04805_10.jpg,Wilfred Gabriel De Glehn,Soir Antique
437,http://media.tate.org.uk/art/images/work/T/T03/T03220_10.jpg,Sir Roger De Grey,Interior: Exterior
438,http://media.tate.org.uk/art/images/work/T/T09/T09518_10.jpg,Philip James De Loutherbourg,"Peasants among Ruined Walls, Expostulating with Travellers"
439,http://media.tate.org.uk/art/images/work/T/T01/T01092_10.jpg,Roy De Maistre,Marriage
440,http://media.tate.org.uk/art/images/work/T/T09/T09485_10.jpg,Peter De Wint,"View of Cromer, a Sheep in the Foreground"
441,http://media.tate.org.uk/art/images/work/T/T08/T08256_10.jpg,James Deacon,Classical Landscape
442,,Catherine Dean,Sheeps Skull and Ferns
443,http://media.tate.org.uk/art/images/work/T/T06/T06417_10.jpg,W. Deeble,"Part of St Augustines Monastery, Canterbury, Kent, engraved by W. Deeble"
444,http://media.tate.org.uk/art/images/work/T/T03/T03563_10.jpg,Edgar Degas,Woman in a Tub
445,http://media.tate.org.uk/art/images/work/T/T01/T01050_10.jpg,William Alfred Delamotte,"Waterperry, Oxfordshire"
446,http://media.tate.org.uk/art/images/work/T/T01/T01233_10.jpg,Robert Delaunay,Endless Rhythm
447,,Sonia Delaunay,Triptych
448,http://media.tate.org.uk/art/images/work/T/T12/T12868_10.jpg,Jeremy Deller,The History of the World
449,http://media.tate.org.uk/art/images/work/T/T03/T03361_10.jpg,Paul Delvaux,Leda
450,http://media.tate.org.uk/art/images/work/T/T10/T10449_10.jpg,John Charles Denham,"Dieppe Castle, after Cotman"
451,http://media.tate.org.uk/art/images/work/T/T07/T07322_10.jpg,Balthasar Denner,A Girl in a Straw Hat
452,http://media.tate.org.uk/art/images/work/T/T06/T06531_10.jpg,Jeffrey Dennis,The Confinement of Richard Dadd
453,http://media.tate.org.uk/art/images/work/T/T01/T01919_10.jpg,Robyn Denny,Glass I. From Here
454,http://media.tate.org.uk/art/images/work/T/T04/T04923_10.jpg,Andr Derain,The Painter and his Family
455,http://media.tate.org.uk/art/images/work/T/T02/T02020_10.jpg,David Des Granges,The Saltonstall Family
456,,Franois Desnoyer,Large Port of Ste
457,http://media.tate.org.uk/art/images/work/T/T00/T00279_10.jpg,Anthony Devas,Mrs Dylan Thomas
458,http://media.tate.org.uk/art/images/work/N/N03/N03429_10.jpg,Walter Howell Deverell,Study for Twelfth Night
459,http://media.tate.org.uk/art/images/work/T/T09/T09597_10.jpg,Anthony Devis,Park Scene with House and Cottage
460,http://media.tate.org.uk/art/images/work/T/T03/T03103_10.jpg,Arthur Devis,Breaking-Up Day at Dr Claytons School at Salford
461,http://media.tate.org.uk/art/images/work/T/T09/T09284_10.jpg,John Devoto,Decoration for a Staircase
462,http://media.tate.org.uk/art/images/work/N/N01/N01839_10.jpg,Sir Frank Dicksee,The Two Crowns
463,http://media.tate.org.uk/art/images/work/P/P07/P07644_10.jpg,Richard Diebenkorn,#4
464,,Erik Dietman,The Turkish Proverb
465,http://media.tate.org.uk/art/images/work/N/N02/N02855_10.jpg,William Edward Dighton,Jerusalem
466,,Pierre Dimitrienko,The Petrified Forest
467,,Martin Disler,Untitled
468,,Harry Dixon,Lions
469,http://media.tate.org.uk/art/images/work/T/T03/T03856_10.jpg,William Dixon,Hops
470,http://media.tate.org.uk/art/images/work/T/T06/T06640_10.jpg,William Dobson,Portrait of the Artists Wife
471,http://media.tate.org.uk/art/images/work/T/T03/T03448_10.jpg,William Charles Thomas Dobson,The Child Jesus Going Down with His Parents to Nazareth
472,http://media.tate.org.uk/art/images/work/T/T07/T07026_10.jpg,Francis Dodd,Charles Aitken
473,http://media.tate.org.uk/art/images/work/T/T07/T07569_10.jpg,John Dodgson,Studies for Market Place. Verso: Studies for Market Place
474,http://media.tate.org.uk/art/images/work/T/T03/T03374_10.jpg,Theo van Doesburg,Counter-Composition VI
475,,Peter Doig,Untitled
476,http://media.tate.org.uk/art/images/work/P/P01/P01396_10.jpg,Joseph Domjan,Pink Sunset Cloud
477,http://media.tate.org.uk/art/images/work/T/T12/T12291_10.jpg,Rita Donagh,shadow of six counties (c)
478,http://media.tate.org.uk/art/images/work/N/N01/N01723_10.jpg,Andrew Brown Donaldson,"Puente San Martin, Toledo"
479,http://media.tate.org.uk/art/images/work/T/T00/T00804_10.jpg,Piero Dorazio,Very Sharp
480,http://media.tate.org.uk/art/images/work/P/P11/P11425_10.jpg,Itai Doron,[no title]
481,http://media.tate.org.uk/art/images/work/T/T01/T01336_10.jpg,Gerardo Dottori,Explosion of Red on Green
482,http://media.tate.org.uk/art/images/work/N/N05/N05598_10.jpg,William Doughty,Caricature Group
483,http://media.tate.org.uk/art/images/work/N/N01/N01558_10.jpg,Edwin Douglas,Alderneys (Mother and Daughter)
484,http://media.tate.org.uk/art/images/work/N/N00/N00617_10.jpg,Sir William Fettes Douglas,Bibliomania
485,,Gianni Dova,Sudden Aggression
486,http://media.tate.org.uk/art/images/work/T/T01/T01139_10.jpg,Ebenezer Newman Downard,"A Mountain Path at Capel Curig, Wales"
487,http://media.tate.org.uk/art/images/work/T/T10/T10434_10.jpg,John Downman,"In Hadrians Villa, Tivoli"
488,http://media.tate.org.uk/art/images/work/T/T04/T04907_10.jpg,John Doyle,"Samuel Rogers at his Breakfast Table, engraved by Charles Mottram"
489,http://media.tate.org.uk/art/images/work/T/T08/T08873_10.jpg,Richard Doyle,Jane Shore: Theatrical Caricature
490,http://media.tate.org.uk/art/images/work/N/N01/N01679_10.jpg,Herbert Draper,The Lament for Icarus
491,http://media.tate.org.uk/art/images/work/T/T00/T00893_10.jpg,Malcolm Drummond,Girl with Palmettes
492,,Alfred Drury,Griselda
493,http://media.tate.org.uk/art/images/work/N/N05/N05986_10.jpg,Russell Drysdale,War Memorial
494,http://media.tate.org.uk/art/images/work/T/T04/T04908_10.jpg,Mario Dubsky,Cabaret Valhalla
495,,Jean Dubuffet,Hairnet 7
496,http://media.tate.org.uk/art/images/work/N/N04/N04213_10.jpg,Charles Dufresne,Spahi Attacked by a Lion
497,http://media.tate.org.uk/art/images/work/T/T05/T05500_10.jpg,Raoul Dufy,The Kessler Family on Horseback
498,http://media.tate.org.uk/art/images/work/N/N04/N04788_10.jpg,Thomas Dugdale,The Red Jacket
499,http://media.tate.org.uk/art/images/work/N/N05/N05688_10.jpg,Evelyn Dunbar,A Land Girl and the Bail Bull
500,http://media.tate.org.uk/art/images/work/T/T04/T04317_10.jpg,Susanna Duncombe,"A Scene of Murder (Letters XV, p. 182), engraved by Isaac Taylor"
501,,Carroll Dunham,Thirteen
502,http://media.tate.org.uk/art/images/work/T/T10/T10687_10.jpg,Balthazar Anton Dunker,Tree and Lake Scene
503,http://media.tate.org.uk/art/images/work/T/T00/T00171_10.jpg,Ronald Ossory Dunlop,Myself with Cadgers Pipe
504,http://media.tate.org.uk/art/images/work/N/N05/N05415_10.jpg,Andr Dunoyer de Segonzac,Still Life with a Cabbage
505,http://media.tate.org.uk/art/images/work/N/N01/N01488_10.jpg,Gainsborough Dupont,Rustics with Donkey
506,http://media.tate.org.uk/art/images/work/T/T03/T03306_10.jpg,Jennifer Durrant,Sweet Pea Painting
507,http://media.tate.org.uk/art/images/work/T/T08/T08876_10.jpg,William Dyce,A Draped Figure
508,,Johannes Drflinger,Wave
509,http://media.tate.org.uk/art/images/work/T/T04/T04133_10.jpg,Joan Eardley,Salmon Net Posts
510,,Anthony Earnshaw,Untitled
511,http://media.tate.org.uk/art/images/work/N/N04/N04917_10.jpg,Sir Alfred East,Golden Autumn
512,http://media.tate.org.uk/art/images/work/T/T00/T00665_10.jpg,Sir Charles Lock Eastlake,The Colosseum from the Campo Vaccino
513,http://media.tate.org.uk/art/images/work/T/T10/T10102_10.jpg,Henry Edridge,"Wells. A Gothic Gateway and Old Houses, the Tower of the Cathedral Just Visible"
514,http://media.tate.org.uk/art/images/work/N/N01/N01690_10.jpg,Edwin Edwards,The Thames from a Wharf at Waterloo Bridge
515,http://media.tate.org.uk/art/images/work/N/N03/N03280_10.jpg,Augustus Leopold Egg,"Past and Present, No. 3"
516,http://media.tate.org.uk/art/images/work/N/N05/N05779_10.jpg,William Maw Egley,Omnibus Life in London
517,http://media.tate.org.uk/art/images/work/T/T13/T13736_10.jpg,Ibrahim El-Salahi,Untitled
518,http://media.tate.org.uk/art/images/work/N/N04/N04736_10.jpg,Alfred Elmore,Study for Invention of the Combing Machine
519,,Frederick W. Elwell,The Beverley Arms Kitchen
520,,Rowland Emett,"Dawn Flight: Mist Clearing, Mallard Rising and the Early Up Slow Surprised"
521,,Florence Engelbach,Roses
522,,Simon English,Sugar Plum Fairy
523,http://media.tate.org.uk/art/images/work/N/N04/N04846_10.jpg,James Ensor,Effect of Light
524,http://media.tate.org.uk/art/images/work/T/T12/T12553_10.jpg,Sir Jacob Epstein,Reclining Nude
525,http://media.tate.org.uk/art/images/work/N/N03/N03669_10.jpg,Rodolphe d' Erlanger,Street in Cairo
526,,Thomas Erma,Collage Painting
527,,Pepe Espali,To an Unknown God
528,http://media.tate.org.uk/art/images/work/T/T00/T00254_10.jpg,Maurice Estve,Composition 166
529,,Richard Eurich,Beach with Bathers
530,http://media.tate.org.uk/art/images/work/T/T02/T02099_10.jpg,Merlyn Oliver Evans,The Mark of the Beast
531,http://media.tate.org.uk/art/images/work/T/T05/T05475_10.jpg,Sebastian Evans,Allegorical Subject: The Unfaithful Poet
532,http://media.tate.org.uk/art/images/work/N/N04/N04895_10.jpg,Reginald G Eves,Max Beerbohm
533,http://media.tate.org.uk/art/images/work/T/T03/T03896_10.jpg,Hans Eworth,Portrait of an Unknown Lady
534,http://media.tate.org.uk/art/images/work/N/N01/N01527_10.jpg,Thomas Faed,Highland Mother
535,http://media.tate.org.uk/art/images/work/T/T03/T03249_10.jpg,Robert Fagan,"Anna Maria Ferri, the Artists First Wife"
536,http://media.tate.org.uk/art/images/work/N/N04/N04581_10.jpg,Henri Fantin-Latour,Self-Portrait
537,http://media.tate.org.uk/art/images/work/T/T08/T08937_10.jpg,Joseph Farington,"Scene in a Wood, with Figures"
538,http://media.tate.org.uk/art/images/work/N/N02/N02072_10.jpg,David Farquharson,Birnam Wood
539,http://media.tate.org.uk/art/images/work/N/N01/N01626_10.jpg,Joseph Farquharson,The Joyless Winter Day
540,http://media.tate.org.uk/art/images/work/T/T00/T00484_10.jpg,Francisco Farreras,No. 139
541,http://media.tate.org.uk/art/images/work/T/T00/T00373_10.jpg,Pericle Fazzini,Seated Woman
542,http://media.tate.org.uk/art/images/work/N/N04/N04832_10.jpg,Hilda Fearon,The Tea Party
543,http://media.tate.org.uk/art/images/work/T/T07/T07336_10.jpg,Mary Fedden,Mauve Still Life
544,http://media.tate.org.uk/art/images/work/T/T07/T07193_10.jpg,Hans Feibusch,1939
545,,Sheila Fell,"Maryport, Cumbria"
546,http://media.tate.org.uk/art/images/work/T/T00/T00061_10.jpg,William Gow Ferguson,Still Life
547,http://media.tate.org.uk/art/images/work/T/T03/T03439_10.jpg,John Ferneley I,"Major Healey, Wearing Raby Hunt Uniform, Riding with the Sedgefield Hunt"
548,http://media.tate.org.uk/art/images/work/T/T03/T03427_10.jpg,John Ferneley II,Hunt Scurry
549,http://media.tate.org.uk/art/images/work/T/T06/T06660_10.jpg,Benjamin Ferrers,Three Ladies of the Leman Family and their Dogs on a Terrace
550,,Dee Ferris,Crush and Rush
551,http://media.tate.org.uk/art/images/work/T/T03/T03286_10.jpg,Elsie Few,Wrapping Paper
552,http://media.tate.org.uk/art/images/work/T/T05/T05473_10.jpg,Anthony Vandyke Copley Fielding,Loch Earn with Ben Vorlich
553,http://media.tate.org.uk/art/images/work/T/T07/T07233_10.jpg,Brian Fielding,Cherry
554,,Stanislaw Fijalkowski,Motorway XLV
555,http://media.tate.org.uk/art/images/work/T/T01/T01227_10.jpg,Sir Luke Fildes,Applicants for Admission to a Casual Ward
556,http://media.tate.org.uk/art/images/work/T/T08/T08914_10.jpg,Francis Oliver Finch,A Boar Hunt. (Calydon)
557,http://media.tate.org.uk/art/images/work/T/T13/T13589_10.jpg,Leonor Fini,Little Hermit Sphinx
558,http://media.tate.org.uk/art/images/work/T/T12/T12468_10.jpg,Peter Fischli,Untitled (Tate)
